first_name,fname,FName,given_name,frst_name,name_first,FirstName,First_Nm,given_nm,fn,last_name,lname,LastName,surname,family_name,lastnme,lst_name,sn,family_nm,customer_id,cust_id,client_id,user_id,account_id,id_customer,custid,ClientID,usr_id,acnt_id,customer_no,cust_no,email,email_address,e_mail,mail_addr,emial,contact_email,email_id,mail,primary_email,phone_number,mobile,tel,phone_no,contact_phone,phn,mobile_number,cell,telephone,created_date,registration_date,signup_date,create_dt,reg_date,date_created,created_on,join_date,address,street_address,addr,location,home_address,street_addr,addrs,status,account_status,user_status,stat,acc_status,amount,total_amount,amt,payment_amount,bill_amt,value,price,notes,description,comment,temp_col,extra_field
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,74895,74895,74895,74895,74895,74895,74895,74895,74895,74895,74895,74895,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,555-1918,555-1918,555-1918,555-1918,555-1918,555-1918,555-1918,555-1918,555-1918,2023-03-03,2023-03-03,2023-03-03,2023-03-03,2023-03-03,2023-03-03,2023-03-03,2023-03-03,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,inactive,inactive,inactive,inactive,inactive,1270.0186609450272,1270.0186609450272,1270.0186609450272,1270.0186609450272,1270.0186609450272,1270.0186609450272,1270.0186609450272,Note B,Desc 1,Comment X,19,Y
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,42307,42307,42307,42307,42307,42307,42307,42307,42307,42307,42307,42307,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,555-3797,555-3797,555-3797,555-3797,555-3797,555-3797,555-3797,555-3797,555-3797,2023-03-04,2023-03-04,2023-03-04,2023-03-04,2023-03-04,2023-03-04,2023-03-04,2023-03-04,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,pending,pending,pending,pending,pending,15.137104429710648,15.137104429710648,15.137104429710648,15.137104429710648,15.137104429710648,15.137104429710648,15.137104429710648,Note A,Desc 1,Comment X,31,X
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,64098,64098,64098,64098,64098,64098,64098,64098,64098,64098,64098,64098,alice.smith@example.com,alice.smith@example.com,alice.smith@example.com,alice.smith@example.com,alice.smith@example.com,alice.smith@example.com,alice.smith@example.com,alice.smith@example.com,alice.smith@example.com,555-7506,555-7506,555-7506,555-7506,555-7506,555-7506,555-7506,555-7506,555-7506,2023-03-05,2023-03-05,2023-03-05,2023-03-05,2023-03-05,2023-03-05,2023-03-05,2023-03-05,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,inactive,803.102033551015,803.102033551015,803.102033551015,803.102033551015,803.102033551015,803.102033551015,803.102033551015,Note B,Desc 1,Comment X,60,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,70921,70921,70921,70921,70921,70921,70921,70921,70921,70921,70921,70921,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,555-6870,555-6870,555-6870,555-6870,555-6870,555-6870,555-6870,555-6870,555-6870,2023-03-06,2023-03-06,2023-03-06,2023-03-06,2023-03-06,2023-03-06,2023-03-06,2023-03-06,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,suspended,suspended,suspended,suspended,suspended,2348.011689675236,2348.011689675236,2348.011689675236,2348.011689675236,2348.011689675236,2348.011689675236,2348.011689675236,Note B,Desc 1,Comment Y,60,X
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,15486,15486,15486,15486,15486,15486,15486,15486,15486,15486,15486,15486,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,555-2531,555-2531,555-2531,555-2531,555-2531,555-2531,555-2531,555-2531,555-2531,2023-03-07,2023-03-07,2023-03-07,2023-03-07,2023-03-07,2023-03-07,2023-03-07,2023-03-07,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,4722.075138439571,4722.075138439571,4722.075138439571,4722.075138439571,4722.075138439571,4722.075138439571,4722.075138439571,Note B,Desc 2,Comment Y,19,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,18335,18335,18335,18335,18335,18335,18335,18335,18335,18335,18335,18335,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,555-9172,555-9172,555-9172,555-9172,555-9172,555-9172,555-9172,555-9172,555-9172,2023-03-08,2023-03-08,2023-03-08,2023-03-08,2023-03-08,2023-03-08,2023-03-08,2023-03-08,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,pending,pending,pending,pending,pending,519.9461622716577,519.9461622716577,519.9461622716577,519.9461622716577,519.9461622716577,519.9461622716577,519.9461622716577,Note A,Desc 2,Comment Y,49,X
David,David,David,David,David,David,David,David,David,David,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,96900,96900,96900,96900,96900,96900,96900,96900,96900,96900,96900,96900,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,555-4345,555-4345,555-4345,555-4345,555-4345,555-4345,555-4345,555-4345,555-4345,2023-03-09,2023-03-09,2023-03-09,2023-03-09,2023-03-09,2023-03-09,2023-03-09,2023-03-09,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,inactive,4272.506774563214,4272.506774563214,4272.506774563214,4272.506774563214,4272.506774563214,4272.506774563214,4272.506774563214,Note A,Desc 2,Comment X,63,X
David,David,David,David,David,David,David,David,David,David,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,99112,99112,99112,99112,99112,99112,99112,99112,99112,99112,99112,99112,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,555-8673,555-8673,555-8673,555-8673,555-8673,555-8673,555-8673,555-8673,555-8673,2023-03-10,2023-03-10,2023-03-10,2023-03-10,2023-03-10,2023-03-10,2023-03-10,2023-03-10,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,2639.850240097192,2639.850240097192,2639.850240097192,2639.850240097192,2639.850240097192,2639.850240097192,2639.850240097192,Note A,Desc 2,Comment X,83,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,21130,21130,21130,21130,21130,21130,21130,21130,21130,21130,21130,21130,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,555-7949,555-7949,555-7949,555-7949,555-7949,555-7949,555-7949,555-7949,555-7949,2023-03-11,2023-03-11,2023-03-11,2023-03-11,2023-03-11,2023-03-11,2023-03-11,2023-03-11,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,inactive,4131.344621341484,4131.344621341484,4131.344621341484,4131.344621341484,4131.344621341484,4131.344621341484,4131.344621341484,Note A,Desc 1,Comment Y,22,X
David,David,David,David,David,David,David,David,David,David,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,97508,97508,97508,97508,97508,97508,97508,97508,97508,97508,97508,97508,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,555-7882,555-7882,555-7882,555-7882,555-7882,555-7882,555-7882,555-7882,555-7882,2023-03-12,2023-03-12,2023-03-12,2023-03-12,2023-03-12,2023-03-12,2023-03-12,2023-03-12,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,1498.888410640063,1498.888410640063,1498.888410640063,1498.888410640063,1498.888410640063,1498.888410640063,1498.888410640063,Note A,Desc 1,Comment Y,24,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,70566,70566,70566,70566,70566,70566,70566,70566,70566,70566,70566,70566,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,555-2906,555-2906,555-2906,555-2906,555-2906,555-2906,555-2906,555-2906,555-2906,2023-03-13,2023-03-13,2023-03-13,2023-03-13,2023-03-13,2023-03-13,2023-03-13,2023-03-13,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,active,active,active,active,active,4201.336351715635,4201.336351715635,4201.336351715635,4201.336351715635,4201.336351715635,4201.336351715635,4201.336351715635,Note A,Desc 2,Comment Y,76,Y
David,David,David,David,David,David,David,David,David,David,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,76703,76703,76703,76703,76703,76703,76703,76703,76703,76703,76703,76703,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,555-4086,555-4086,555-4086,555-4086,555-4086,555-4086,555-4086,555-4086,555-4086,2023-03-14,2023-03-14,2023-03-14,2023-03-14,2023-03-14,2023-03-14,2023-03-14,2023-03-14,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,inactive,3866.3856722838545,3866.3856722838545,3866.3856722838545,3866.3856722838545,3866.3856722838545,3866.3856722838545,3866.3856722838545,Note A,Desc 2,Comment Y,30,Y
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,37192,37192,37192,37192,37192,37192,37192,37192,37192,37192,37192,37192,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,555-9152,555-9152,555-9152,555-9152,555-9152,555-9152,555-9152,555-9152,555-9152,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2023-03-15,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,1157.9678783268553,1157.9678783268553,1157.9678783268553,1157.9678783268553,1157.9678783268553,1157.9678783268553,1157.9678783268553,Note B,Desc 1,Comment Y,58,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,11062,11062,11062,11062,11062,11062,11062,11062,11062,11062,11062,11062,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,555-6750,555-6750,555-6750,555-6750,555-6750,555-6750,555-6750,555-6750,555-6750,2023-03-16,2023-03-16,2023-03-16,2023-03-16,2023-03-16,2023-03-16,2023-03-16,2023-03-16,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,suspended,suspended,suspended,suspended,suspended,665.3622807827965,665.3622807827965,665.3622807827965,665.3622807827965,665.3622807827965,665.3622807827965,665.3622807827965,Note B,Desc 2,Comment Y,31,Y
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,94076,94076,94076,94076,94076,94076,94076,94076,94076,94076,94076,94076,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,555-9905,555-9905,555-9905,555-9905,555-9905,555-9905,555-9905,555-9905,555-9905,2023-03-17,2023-03-17,2023-03-17,2023-03-17,2023-03-17,2023-03-17,2023-03-17,2023-03-17,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,4341.591069436141,4341.591069436141,4341.591069436141,4341.591069436141,4341.591069436141,4341.591069436141,4341.591069436141,Note B,Desc 2,Comment X,64,X
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,99780,99780,99780,99780,99780,99780,99780,99780,99780,99780,99780,99780,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,555-2062,555-2062,555-2062,555-2062,555-2062,555-2062,555-2062,555-2062,555-2062,2023-03-18,2023-03-18,2023-03-18,2023-03-18,2023-03-18,2023-03-18,2023-03-18,2023-03-18,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,suspended,suspended,suspended,suspended,suspended,4816.550900666258,4816.550900666258,4816.550900666258,4816.550900666258,4816.550900666258,4816.550900666258,4816.550900666258,Note A,Desc 2,Comment Y,19,X
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,31545,31545,31545,31545,31545,31545,31545,31545,31545,31545,31545,31545,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,555-2976,555-2976,555-2976,555-2976,555-2976,555-2976,555-2976,555-2976,555-2976,2023-03-19,2023-03-19,2023-03-19,2023-03-19,2023-03-19,2023-03-19,2023-03-19,2023-03-19,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,166.19854560010606,166.19854560010606,166.19854560010606,166.19854560010606,166.19854560010606,166.19854560010606,166.19854560010606,Note A,Desc 2,Comment X,48,X
David,David,David,David,David,David,David,David,David,David,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,31689,31689,31689,31689,31689,31689,31689,31689,31689,31689,31689,31689,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,555-2296,555-2296,555-2296,555-2296,555-2296,555-2296,555-2296,555-2296,555-2296,2023-03-20,2023-03-20,2023-03-20,2023-03-20,2023-03-20,2023-03-20,2023-03-20,2023-03-20,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,active,3659.037634198691,3659.037634198691,3659.037634198691,3659.037634198691,3659.037634198691,3659.037634198691,3659.037634198691,Note A,Desc 1,Comment X,45,Y
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,21174,21174,21174,21174,21174,21174,21174,21174,21174,21174,21174,21174,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,555-7229,555-7229,555-7229,555-7229,555-7229,555-7229,555-7229,555-7229,555-7229,2023-03-21,2023-03-21,2023-03-21,2023-03-21,2023-03-21,2023-03-21,2023-03-21,2023-03-21,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,inactive,4548.527309629614,4548.527309629614,4548.527309629614,4548.527309629614,4548.527309629614,4548.527309629614,4548.527309629614,Note A,Desc 2,Comment Y,94,X
David,David,David,David,David,David,David,David,David,David,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,98461,98461,98461,98461,98461,98461,98461,98461,98461,98461,98461,98461,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,555-8641,555-8641,555-8641,555-8641,555-8641,555-8641,555-8641,555-8641,555-8641,2023-03-22,2023-03-22,2023-03-22,2023-03-22,2023-03-22,2023-03-22,2023-03-22,2023-03-22,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,4288.226859541568,4288.226859541568,4288.226859541568,4288.226859541568,4288.226859541568,4288.226859541568,4288.226859541568,Note A,Desc 2,Comment Y,55,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,19348,19348,19348,19348,19348,19348,19348,19348,19348,19348,19348,19348,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,bob.wilson@example.com,555-1125,555-1125,555-1125,555-1125,555-1125,555-1125,555-1125,555-1125,555-1125,2023-03-23,2023-03-23,2023-03-23,2023-03-23,2023-03-23,2023-03-23,2023-03-23,2023-03-23,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,4822.95715662834,4822.95715662834,4822.95715662834,4822.95715662834,4822.95715662834,4822.95715662834,4822.95715662834,Note B,Desc 1,Comment X,55,X
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,33714,33714,33714,33714,33714,33714,33714,33714,33714,33714,33714,33714,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,555-5632,555-5632,555-5632,555-5632,555-5632,555-5632,555-5632,555-5632,555-5632,2023-03-24,2023-03-24,2023-03-24,2023-03-24,2023-03-24,2023-03-24,2023-03-24,2023-03-24,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,3802.869451406105,3802.869451406105,3802.869451406105,3802.869451406105,3802.869451406105,3802.869451406105,3802.869451406105,Note B,Desc 1,Comment Y,97,X
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,48102,48102,48102,48102,48102,48102,48102,48102,48102,48102,48102,48102,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,555-7288,555-7288,555-7288,555-7288,555-7288,555-7288,555-7288,555-7288,555-7288,2023-03-25,2023-03-25,2023-03-25,2023-03-25,2023-03-25,2023-03-25,2023-03-25,2023-03-25,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,suspended,suspended,suspended,suspended,suspended,2217.0708242807423,2217.0708242807423,2217.0708242807423,2217.0708242807423,2217.0708242807423,2217.0708242807423,2217.0708242807423,Note A,Desc 2,Comment Y,18,X
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,84460,84460,84460,84460,84460,84460,84460,84460,84460,84460,84460,84460,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,555-4596,555-4596,555-4596,555-4596,555-4596,555-4596,555-4596,555-4596,555-4596,2023-03-26,2023-03-26,2023-03-26,2023-03-26,2023-03-26,2023-03-26,2023-03-26,2023-03-26,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,inactive,inactive,inactive,inactive,inactive,1566.640432570701,1566.640432570701,1566.640432570701,1566.640432570701,1566.640432570701,1566.640432570701,1566.640432570701,Note A,Desc 1,Comment X,63,Y
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,99930,99930,99930,99930,99930,99930,99930,99930,99930,99930,99930,99930,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,555-7168,555-7168,555-7168,555-7168,555-7168,555-7168,555-7168,555-7168,555-7168,2023-03-27,2023-03-27,2023-03-27,2023-03-27,2023-03-27,2023-03-27,2023-03-27,2023-03-27,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,1610.506274786256,1610.506274786256,1610.506274786256,1610.506274786256,1610.506274786256,1610.506274786256,1610.506274786256,Note A,Desc 2,Comment X,92,X
David,David,David,David,David,David,David,David,David,David,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,16801,16801,16801,16801,16801,16801,16801,16801,16801,16801,16801,16801,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,555-8561,555-8561,555-8561,555-8561,555-8561,555-8561,555-8561,555-8561,555-8561,2023-03-28,2023-03-28,2023-03-28,2023-03-28,2023-03-28,2023-03-28,2023-03-28,2023-03-28,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,pending,pending,pending,pending,pending,3624.8691363444436,3624.8691363444436,3624.8691363444436,3624.8691363444436,3624.8691363444436,3624.8691363444436,3624.8691363444436,Note A,Desc 2,Comment X,47,Y
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,82267,82267,82267,82267,82267,82267,82267,82267,82267,82267,82267,82267,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,555-9258,555-9258,555-9258,555-9258,555-9258,555-9258,555-9258,555-9258,555-9258,2023-03-29,2023-03-29,2023-03-29,2023-03-29,2023-03-29,2023-03-29,2023-03-29,2023-03-29,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,3731.726690034512,3731.726690034512,3731.726690034512,3731.726690034512,3731.726690034512,3731.726690034512,3731.726690034512,Note B,Desc 1,Comment Y,75,Y
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,58136,58136,58136,58136,58136,58136,58136,58136,58136,58136,58136,58136,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,555-1232,555-1232,555-1232,555-1232,555-1232,555-1232,555-1232,555-1232,555-1232,2023-03-30,2023-03-30,2023-03-30,2023-03-30,2023-03-30,2023-03-30,2023-03-30,2023-03-30,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,1009.7921263080761,1009.7921263080761,1009.7921263080761,1009.7921263080761,1009.7921263080761,1009.7921263080761,1009.7921263080761,Note A,Desc 2,Comment X,57,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,33625,33625,33625,33625,33625,33625,33625,33625,33625,33625,33625,33625,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,555-7371,555-7371,555-7371,555-7371,555-7371,555-7371,555-7371,555-7371,555-7371,2023-03-31,2023-03-31,2023-03-31,2023-03-31,2023-03-31,2023-03-31,2023-03-31,2023-03-31,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,pending,pending,pending,pending,pending,4341.932839317749,4341.932839317749,4341.932839317749,4341.932839317749,4341.932839317749,4341.932839317749,4341.932839317749,Note A,Desc 2,Comment Y,45,Y
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,92873,92873,92873,92873,92873,92873,92873,92873,92873,92873,92873,92873,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,bob.davis@example.com,555-5206,555-5206,555-5206,555-5206,555-5206,555-5206,555-5206,555-5206,555-5206,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,suspended,suspended,suspended,suspended,suspended,3577.4709606092156,3577.4709606092156,3577.4709606092156,3577.4709606092156,3577.4709606092156,3577.4709606092156,3577.4709606092156,Note A,Desc 2,Comment X,33,Y
