first_name,fname,FName,given_name,frst_name,name_first,FirstName,last_name,surname,family_name,lname,lastnme,customer_id,cust_id,client_id,user_id,account_id,id_customer,custid,email,email_address,e_mail,mail_addr,emial,contact_email,phone_number,mobile,tel,phone_no,contact_phone,phn,mobile_number,created_date,registration_date,signup_date,create_dt,reg_date,date_created,address,street_address,addr,location,home_address,status,account_status,user_status,stat,amount,total_amount,amt,payment_amount,bill_amt,unique_col1,description,notes
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Lee,Lee,Lee,Johnson,5199,5199,5199,5199,5199,5199,5199,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-4974,555-4974,555-4974,555-4974,555-4974,555-4974,555-4974,2024-02-17,2024-02-17,2024-02-17,2024-02-17,2024-02-17,2024-02-17,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,161.01365248511874,161.01365248511874,161.01365248511874,161.01365248511874,161.01365248511874,1,Note B,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Lee,Smith,Smith,Lee,9445,9445,9445,9445,9445,9445,9445,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-4267,555-4267,555-4267,555-4267,555-4267,555-4267,555-4267,2024-02-18,2024-02-18,2024-02-18,2024-02-18,2024-02-18,2024-02-18,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,580.525476565145,580.525476565145,580.525476565145,580.525476565145,580.525476565145,7,Note A,Note A
David,David,David,David,David,David,David,Smith,Johnson,Smith,Smith,Lee,3557,3557,3557,3557,3557,3557,3557,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-1825,555-1825,555-1825,555-1825,555-1825,555-1825,555-1825,2024-02-19,2024-02-19,2024-02-19,2024-02-19,2024-02-19,2024-02-19,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,610.6478959190273,610.6478959190273,610.6478959190273,610.6478959190273,610.6478959190273,2,Note B,Note B
David,David,David,David,David,David,David,Lee,Smith,Johnson,Johnson,Smith,6592,6592,6592,6592,6592,6592,6592,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-8668,555-8668,555-8668,555-8668,555-8668,555-8668,555-8668,2024-02-20,2024-02-20,2024-02-20,2024-02-20,2024-02-20,2024-02-20,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,429.8893645893622,429.8893645893622,429.8893645893622,429.8893645893622,429.8893645893622,2,Note A,Note B
David,David,David,David,David,David,David,Johnson,Smith,Lee,Lee,Smith,1098,1098,1098,1098,1098,1098,1098,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-6745,555-6745,555-6745,555-6745,555-6745,555-6745,555-6745,2024-02-21,2024-02-21,2024-02-21,2024-02-21,2024-02-21,2024-02-21,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,739.0797932684756,739.0797932684756,739.0797932684756,739.0797932684756,739.0797932684756,9,Note A,Note A
David,David,David,David,David,David,David,Smith,Lee,Johnson,Smith,Lee,3200,3200,3200,3200,3200,3200,3200,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-1412,555-1412,555-1412,555-1412,555-1412,555-1412,555-1412,2024-02-22,2024-02-22,2024-02-22,2024-02-22,2024-02-22,2024-02-22,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,935.0233446213247,935.0233446213247,935.0233446213247,935.0233446213247,935.0233446213247,5,Note A,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Smith,Lee,Smith,Lee,3961,3961,3961,3961,3961,3961,3961,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-8543,555-8543,555-8543,555-8543,555-8543,555-8543,555-8543,2024-02-23,2024-02-23,2024-02-23,2024-02-23,2024-02-23,2024-02-23,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,926.3128277777085,926.3128277777085,926.3128277777085,926.3128277777085,926.3128277777085,2,Note A,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Lee,Smith,Smith,Lee,Lee,5973,5973,5973,5973,5973,5973,5973,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-8587,555-8587,555-8587,555-8587,555-8587,555-8587,555-8587,2024-02-24,2024-02-24,2024-02-24,2024-02-24,2024-02-24,2024-02-24,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,456.3309776900908,456.3309776900908,456.3309776900908,456.3309776900908,456.3309776900908,9,Note B,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Johnson,Johnson,Smith,Lee,5433,5433,5433,5433,5433,5433,5433,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-1728,555-1728,555-1728,555-1728,555-1728,555-1728,555-1728,2024-02-25,2024-02-25,2024-02-25,2024-02-25,2024-02-25,2024-02-25,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,122.1056653823477,122.1056653823477,122.1056653823477,122.1056653823477,122.1056653823477,9,Note A,Note B
David,David,David,David,David,David,David,Johnson,Smith,Johnson,Smith,Smith,3869,3869,3869,3869,3869,3869,3869,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-8164,555-8164,555-8164,555-8164,555-8164,555-8164,555-8164,2024-02-26,2024-02-26,2024-02-26,2024-02-26,2024-02-26,2024-02-26,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,984.9927869727112,984.9927869727112,984.9927869727112,984.9927869727112,984.9927869727112,1,Note A,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Johnson,Lee,Lee,Lee,1956,1956,1956,1956,1956,1956,1956,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-9867,555-9867,555-9867,555-9867,555-9867,555-9867,555-9867,2024-02-27,2024-02-27,2024-02-27,2024-02-27,2024-02-27,2024-02-27,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,840.5091055814747,840.5091055814747,840.5091055814747,840.5091055814747,840.5091055814747,3,Note B,Note B
David,David,David,David,David,David,David,Lee,Lee,Smith,Lee,Smith,9352,9352,9352,9352,9352,9352,9352,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-6988,555-6988,555-6988,555-6988,555-6988,555-6988,555-6988,2024-02-28,2024-02-28,2024-02-28,2024-02-28,2024-02-28,2024-02-28,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,133.41605439123418,133.41605439123418,133.41605439123418,133.41605439123418,133.41605439123418,4,Note A,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Smith,Johnson,Lee,Lee,6699,6699,6699,6699,6699,6699,6699,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-3504,555-3504,555-3504,555-3504,555-3504,555-3504,555-3504,2024-02-29,2024-02-29,2024-02-29,2024-02-29,2024-02-29,2024-02-29,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,921.6334637911986,921.6334637911986,921.6334637911986,921.6334637911986,921.6334637911986,7,Note A,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Lee,Smith,Lee,Lee,7944,7944,7944,7944,7944,7944,7944,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-3967,555-3967,555-3967,555-3967,555-3967,555-3967,555-3967,2024-03-01,2024-03-01,2024-03-01,2024-03-01,2024-03-01,2024-03-01,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,871.197398441507,871.197398441507,871.197398441507,871.197398441507,871.197398441507,4,Note B,Note A
David,David,David,David,David,David,David,Johnson,Lee,Johnson,Johnson,Lee,5493,5493,5493,5493,5493,5493,5493,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-3786,555-3786,555-3786,555-3786,555-3786,555-3786,555-3786,2024-03-02,2024-03-02,2024-03-02,2024-03-02,2024-03-02,2024-03-02,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,523.6496765548114,523.6496765548114,523.6496765548114,523.6496765548114,523.6496765548114,2,Note B,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Smith,Smith,Lee,Smith,5911,5911,5911,5911,5911,5911,5911,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-2122,555-2122,555-2122,555-2122,555-2122,555-2122,555-2122,2024-03-03,2024-03-03,2024-03-03,2024-03-03,2024-03-03,2024-03-03,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,595.3626813874799,595.3626813874799,595.3626813874799,595.3626813874799,595.3626813874799,7,Note B,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Smith,Lee,Johnson,Smith,4987,4987,4987,4987,4987,4987,4987,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-5079,555-5079,555-5079,555-5079,555-5079,555-5079,555-5079,2024-03-04,2024-03-04,2024-03-04,2024-03-04,2024-03-04,2024-03-04,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,405.01267683142896,405.01267683142896,405.01267683142896,405.01267683142896,405.01267683142896,6,Note B,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Lee,Johnson,Johnson,Johnson,7015,7015,7015,7015,7015,7015,7015,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-2571,555-2571,555-2571,555-2571,555-2571,555-2571,555-2571,2024-03-05,2024-03-05,2024-03-05,2024-03-05,2024-03-05,2024-03-05,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,64.21402243381101,64.21402243381101,64.21402243381101,64.21402243381101,64.21402243381101,3,Note B,Note A
David,David,David,David,David,David,David,Lee,Smith,Johnson,Johnson,Lee,2218,2218,2218,2218,2218,2218,2218,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-6073,555-6073,555-6073,555-6073,555-6073,555-6073,555-6073,2024-03-06,2024-03-06,2024-03-06,2024-03-06,2024-03-06,2024-03-06,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,341.8452692294419,341.8452692294419,341.8452692294419,341.8452692294419,341.8452692294419,6,Note B,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Johnson,Smith,Smith,Johnson,5496,5496,5496,5496,5496,5496,5496,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-6104,555-6104,555-6104,555-6104,555-6104,555-6104,555-6104,2024-03-07,2024-03-07,2024-03-07,2024-03-07,2024-03-07,2024-03-07,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,804.8249141120314,804.8249141120314,804.8249141120314,804.8249141120314,804.8249141120314,6,Note B,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Johnson,Smith,Johnson,Johnson,5735,5735,5735,5735,5735,5735,5735,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-3143,555-3143,555-3143,555-3143,555-3143,555-3143,555-3143,2024-03-08,2024-03-08,2024-03-08,2024-03-08,2024-03-08,2024-03-08,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,14.58570277455683,14.58570277455683,14.58570277455683,14.58570277455683,14.58570277455683,5,Note A,Note A
David,David,David,David,David,David,David,Smith,Smith,Johnson,Johnson,Smith,5555,5555,5555,5555,5555,5555,5555,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-7806,555-7806,555-7806,555-7806,555-7806,555-7806,555-7806,2024-03-09,2024-03-09,2024-03-09,2024-03-09,2024-03-09,2024-03-09,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,340.16417997423275,340.16417997423275,340.16417997423275,340.16417997423275,340.16417997423275,4,Note B,Note A
David,David,David,David,David,David,David,Johnson,Lee,Lee,Smith,Smith,9050,9050,9050,9050,9050,9050,9050,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-8357,555-8357,555-8357,555-8357,555-8357,555-8357,555-8357,2024-03-10,2024-03-10,2024-03-10,2024-03-10,2024-03-10,2024-03-10,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,404.1870066550339,404.1870066550339,404.1870066550339,404.1870066550339,404.1870066550339,1,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Smith,Smith,Smith,Johnson,4446,4446,4446,4446,4446,4446,4446,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-4440,555-4440,555-4440,555-4440,555-4440,555-4440,555-4440,2024-03-11,2024-03-11,2024-03-11,2024-03-11,2024-03-11,2024-03-11,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,542.0216469085436,542.0216469085436,542.0216469085436,542.0216469085436,542.0216469085436,6,Note B,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Smith,Smith,Smith,Lee,2045,2045,2045,2045,2045,2045,2045,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-4766,555-4766,555-4766,555-4766,555-4766,555-4766,555-4766,2024-03-12,2024-03-12,2024-03-12,2024-03-12,2024-03-12,2024-03-12,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,920.6570602486329,920.6570602486329,920.6570602486329,920.6570602486329,920.6570602486329,2,Note A,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Lee,Smith,Lee,Smith,7893,7893,7893,7893,7893,7893,7893,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-6644,555-6644,555-6644,555-6644,555-6644,555-6644,555-6644,2024-03-13,2024-03-13,2024-03-13,2024-03-13,2024-03-13,2024-03-13,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,352.88253442230166,352.88253442230166,352.88253442230166,352.88253442230166,352.88253442230166,3,Note A,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Lee,Johnson,Smith,Lee,2693,2693,2693,2693,2693,2693,2693,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-3914,555-3914,555-3914,555-3914,555-3914,555-3914,555-3914,2024-03-14,2024-03-14,2024-03-14,2024-03-14,2024-03-14,2024-03-14,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,353.4836698772654,353.4836698772654,353.4836698772654,353.4836698772654,353.4836698772654,8,Note B,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Johnson,Johnson,Johnson,Smith,Lee,4436,4436,4436,4436,4436,4436,4436,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-5968,555-5968,555-5968,555-5968,555-5968,555-5968,555-5968,2024-03-15,2024-03-15,2024-03-15,2024-03-15,2024-03-15,2024-03-15,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,740.1262356286509,740.1262356286509,740.1262356286509,740.1262356286509,740.1262356286509,6,Note B,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Lee,Johnson,Johnson,Johnson,9754,9754,9754,9754,9754,9754,9754,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-6917,555-6917,555-6917,555-6917,555-6917,555-6917,555-6917,2024-03-16,2024-03-16,2024-03-16,2024-03-16,2024-03-16,2024-03-16,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,457.6957614809091,457.6957614809091,457.6957614809091,457.6957614809091,457.6957614809091,3,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Johnson,Johnson,Smith,Johnson,6895,6895,6895,6895,6895,6895,6895,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-9787,555-9787,555-9787,555-9787,555-9787,555-9787,555-9787,2024-03-17,2024-03-17,2024-03-17,2024-03-17,2024-03-17,2024-03-17,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,232.35877471058214,232.35877471058214,232.35877471058214,232.35877471058214,232.35877471058214,7,Note A,Note A
David,David,David,David,David,David,David,Smith,Lee,Lee,Lee,Johnson,4354,4354,4354,4354,4354,4354,4354,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-1728,555-1728,555-1728,555-1728,555-1728,555-1728,555-1728,2024-03-18,2024-03-18,2024-03-18,2024-03-18,2024-03-18,2024-03-18,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,457.9151209713665,457.9151209713665,457.9151209713665,457.9151209713665,457.9151209713665,4,Note A,Note B
David,David,David,David,David,David,David,Smith,Smith,Lee,Smith,Johnson,1225,1225,1225,1225,1225,1225,1225,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-2365,555-2365,555-2365,555-2365,555-2365,555-2365,555-2365,2024-03-19,2024-03-19,2024-03-19,2024-03-19,2024-03-19,2024-03-19,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,149.44845017600187,149.44845017600187,149.44845017600187,149.44845017600187,149.44845017600187,9,Note B,Note A
David,David,David,David,David,David,David,Lee,Johnson,Johnson,Lee,Smith,5893,5893,5893,5893,5893,5893,5893,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-5492,555-5492,555-5492,555-5492,555-5492,555-5492,555-5492,2024-03-20,2024-03-20,2024-03-20,2024-03-20,2024-03-20,2024-03-20,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,184.62311664116106,184.62311664116106,184.62311664116106,184.62311664116106,184.62311664116106,5,Note A,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Johnson,Lee,Smith,Smith,8022,8022,8022,8022,8022,8022,8022,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-1698,555-1698,555-1698,555-1698,555-1698,555-1698,555-1698,2024-03-21,2024-03-21,2024-03-21,2024-03-21,2024-03-21,2024-03-21,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,503.38409501208497,503.38409501208497,503.38409501208497,503.38409501208497,503.38409501208497,3,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Johnson,Smith,Smith,Johnson,6600,6600,6600,6600,6600,6600,6600,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-8186,555-8186,555-8186,555-8186,555-8186,555-8186,555-8186,2024-03-22,2024-03-22,2024-03-22,2024-03-22,2024-03-22,2024-03-22,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,424.7361950095024,424.7361950095024,424.7361950095024,424.7361950095024,424.7361950095024,2,Note A,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Johnson,Smith,Smith,Smith,Smith,8996,8996,8996,8996,8996,8996,8996,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-1395,555-1395,555-1395,555-1395,555-1395,555-1395,555-1395,2024-03-23,2024-03-23,2024-03-23,2024-03-23,2024-03-23,2024-03-23,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,915.697442057419,915.697442057419,915.697442057419,915.697442057419,915.697442057419,2,Note A,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Smith,Smith,Smith,Johnson,8683,8683,8683,8683,8683,8683,8683,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-8400,555-8400,555-8400,555-8400,555-8400,555-8400,555-8400,2024-03-24,2024-03-24,2024-03-24,2024-03-24,2024-03-24,2024-03-24,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,368.76996012546675,368.76996012546675,368.76996012546675,368.76996012546675,368.76996012546675,3,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Smith,Johnson,Lee,Lee,5642,5642,5642,5642,5642,5642,5642,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-9082,555-9082,555-9082,555-9082,555-9082,555-9082,555-9082,2024-03-25,2024-03-25,2024-03-25,2024-03-25,2024-03-25,2024-03-25,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,584.7824667752631,584.7824667752631,584.7824667752631,584.7824667752631,584.7824667752631,2,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Smith,Smith,Lee,Lee,8679,8679,8679,8679,8679,8679,8679,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-5171,555-5171,555-5171,555-5171,555-5171,555-5171,555-5171,2024-03-26,2024-03-26,2024-03-26,2024-03-26,2024-03-26,2024-03-26,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,635.9416450403351,635.9416450403351,635.9416450403351,635.9416450403351,635.9416450403351,4,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Smith,Lee,Johnson,Lee,9208,9208,9208,9208,9208,9208,9208,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-5360,555-5360,555-5360,555-5360,555-5360,555-5360,555-5360,2024-03-27,2024-03-27,2024-03-27,2024-03-27,2024-03-27,2024-03-27,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,22.9635120224503,22.9635120224503,22.9635120224503,22.9635120224503,22.9635120224503,2,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Johnson,Johnson,Lee,Johnson,8339,8339,8339,8339,8339,8339,8339,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-3502,555-3502,555-3502,555-3502,555-3502,555-3502,555-3502,2024-03-28,2024-03-28,2024-03-28,2024-03-28,2024-03-28,2024-03-28,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,666.9019982965435,666.9019982965435,666.9019982965435,666.9019982965435,666.9019982965435,9,Note A,Note B
David,David,David,David,David,David,David,Johnson,Smith,Lee,Smith,Lee,3205,3205,3205,3205,3205,3205,3205,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-1717,555-1717,555-1717,555-1717,555-1717,555-1717,555-1717,2024-03-29,2024-03-29,2024-03-29,2024-03-29,2024-03-29,2024-03-29,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,186.25560720105392,186.25560720105392,186.25560720105392,186.25560720105392,186.25560720105392,2,Note A,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Smith,Johnson,Smith,Johnson,Smith,2069,2069,2069,2069,2069,2069,2069,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-3782,555-3782,555-3782,555-3782,555-3782,555-3782,555-3782,2024-03-30,2024-03-30,2024-03-30,2024-03-30,2024-03-30,2024-03-30,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,961.4596142947606,961.4596142947606,961.4596142947606,961.4596142947606,961.4596142947606,9,Note A,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Smith,Smith,Smith,Johnson,Lee,4444,4444,4444,4444,4444,4444,4444,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-5946,555-5946,555-5946,555-5946,555-5946,555-5946,555-5946,2024-03-31,2024-03-31,2024-03-31,2024-03-31,2024-03-31,2024-03-31,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,157.17610047558182,157.17610047558182,157.17610047558182,157.17610047558182,157.17610047558182,6,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Lee,Smith,Johnson,Lee,2060,2060,2060,2060,2060,2060,2060,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-6486,555-6486,555-6486,555-6486,555-6486,555-6486,555-6486,2024-04-01,2024-04-01,2024-04-01,2024-04-01,2024-04-01,2024-04-01,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,420.4778824897535,420.4778824897535,420.4778824897535,420.4778824897535,420.4778824897535,1,Note A,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Lee,Johnson,Johnson,Smith,Lee,3327,3327,3327,3327,3327,3327,3327,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-9335,555-9335,555-9335,555-9335,555-9335,555-9335,555-9335,2024-04-02,2024-04-02,2024-04-02,2024-04-02,2024-04-02,2024-04-02,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,94.49617139785742,94.49617139785742,94.49617139785742,94.49617139785742,94.49617139785742,4,Note B,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Lee,Lee,Lee,Smith,4420,4420,4420,4420,4420,4420,4420,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-5980,555-5980,555-5980,555-5980,555-5980,555-5980,555-5980,2024-04-03,2024-04-03,2024-04-03,2024-04-03,2024-04-03,2024-04-03,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,996.9055093274878,996.9055093274878,996.9055093274878,996.9055093274878,996.9055093274878,1,Note A,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Johnson,Johnson,Smith,Johnson,1301,1301,1301,1301,1301,1301,1301,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-8266,555-8266,555-8266,555-8266,555-8266,555-8266,555-8266,2024-04-04,2024-04-04,2024-04-04,2024-04-04,2024-04-04,2024-04-04,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,507.17306022793014,507.17306022793014,507.17306022793014,507.17306022793014,507.17306022793014,6,Note B,Note B
